establishment_status,inspection_date,severity
Pass,2022-10-06,M - Minor
Pass,2023-03-13,M - Minor
Pass,2023-03-13,S - Significant
Pass,2023-06-27,M - Minor
Pass,2023-06-27,M - Minor
Pass,2023-06-27,C - Crucial
Pass,2023-06-29,
Pass,2023-09-12,M - Minor
Pass,2022-08-23,S - Significant
Pass,2022-08-23,M - Minor
Pass,2022-08-23,NA - Not Applicable
Pass,2022-12-19,S - Significant
Pass,2022-12-19,M - Minor
Pass,2022-12-19,M - Minor
Pass,2023-03-13,S - Significant
Pass,2023-03-13,M - Minor
Pass,2023-08-03,
Pass,2023-09-25,M - Minor
Pass,2024-01-04,
Pass,2022-05-17,
Pass,2023-05-02,
Pass,2023-07-31,
Pass,2022-06-24,S - Significant
Pass,2022-06-24,M - Minor
Pass,2023-02-09,
Pass,2023-12-08,
Pass,2022-06-28,M - Minor
Pass,2023-01-25,
Pass,2023-08-01,M - Minor
Pass,2023-08-01,M - Minor
Pass,2023-11-13,
Pass,2022-06-02,S - Significant
Pass,2022-06-02,NA - Not Applicable
Pass,2022-06-02,S - Significant
Pass,2023-04-20,C - Crucial
Pass,2023-04-20,NA - Not Applicable
Pass,2023-04-20,S - Significant
Pass,2023-04-20,M - Minor
Pass,2023-04-20,S - Significant
Pass,2023-05-10,NA - Not Applicable
Pass,2023-07-31,M - Minor
Pass,2023-07-31,NA - Not Applicable
Pass,2023-11-06,NA - Not Applicable
Pass,2023-01-10,
Pass,2023-06-30,
Pass,2023-10-24,S - Significant
Pass,2022-10-24,
Pass,2023-02-02,
Pass,2023-05-25,M - Minor
Pass,2023-05-25,M - Minor
Pass,2023-05-25,M - Minor
Pass,2023-05-25,M - Minor
Pass,2023-09-21,
Pass,2023-10-26,M - Minor
Pass,2023-10-26,M - Minor
Pass,2023-10-26,M - Minor
Pass,2023-10-26,S - Significant
Pass,2023-11-15,
Pass,2022-09-09,M - Minor
Pass,2023-02-03,
Pass,2022-06-15,
Pass,2023-09-08,
Pass,2022-07-12,S - Significant
Pass,2022-07-12,S - Significant
Pass,2023-02-23,
Pass,2023-06-30,M - Minor
Pass,2023-10-31,M - Minor
Pass,2022-07-12,NA - Not Applicable
Pass,2022-07-12,S - Significant
Pass,2022-07-12,M - Minor
Pass,2022-07-12,S - Significant
Pass,2023-02-23,
Pass,2023-06-30,M - Minor
Pass,2023-06-30,M - Minor
Pass,2023-10-31,M - Minor
Pass,2023-10-31,M - Minor
Pass,2022-06-09,
Pass,2023-06-02,M - Minor
Pass,2023-06-02,NA - Not Applicable
Pass,2023-06-02,M - Minor
Pass,2023-12-28,M - Minor
Pass,2022-04-08,M - Minor
Pass,2023-04-03,M - Minor
Pass,2023-04-03,NA - Not Applicable
Pass,2023-09-27,S - Significant
Pass,2023-09-27,M - Minor
Pass,2023-09-27,M - Minor
Pass,2023-09-27,M - Minor
Pass,2023-09-27,M - Minor
Pass,2023-09-27,M - Minor
Pass,2023-09-27,S - Significant
Pass,2023-10-04,S - Significant
Pass,2023-10-04,S - Significant
Pass,2023-10-12,
Pass,2022-06-17,
Pass,2023-02-21,M - Minor
Pass,2023-05-17,S - Significant
Pass,2023-09-14,M - Minor
Pass,2023-09-14,M - Minor
Pass,2024-01-23,M - Minor
Pass,2022-04-12,S - Significant
Pass,2022-04-12,S - Significant
Pass,2022-04-12,M - Minor
Pass,2022-04-12,M - Minor
Pass,2022-04-27,
Pass,2022-11-21,M - Minor
Pass,2023-02-21,
Pass,2023-05-16,M - Minor
Pass,2023-09-14,M - Minor
Pass,2023-09-14,S - Significant
Pass,2023-02-22,
Pass,2023-06-15,
Pass,2023-11-21,
Pass,2023-04-21,S - Significant
Pass,2023-04-21,M - Minor
Pass,2023-09-15,M - Minor
Pass,2022-04-01,S - Significant
Pass,2023-03-16,M - Minor
Pass,2022-05-30,M - Minor
Pass,2023-07-07,
Pass,2022-05-04,M - Minor
Pass,2022-05-04,M - Minor
Pass,2023-02-16,
Pass,2023-07-12,
Pass,2022-05-26,
Pass,2023-05-30,
Pass,2023-10-24,
Pass,2022-08-22,
Pass,2023-07-06,
Pass,2022-03-03,
Pass,2022-07-07,
Pass,2023-03-14,M - Minor
Pass,2023-10-19,
Pass,2023-06-16,M - Minor
Pass,2023-06-16,C - Crucial
Pass,2023-06-16,S - Significant
Pass,2023-06-16,S - Significant
Pass,2023-06-19,
Pass,2023-09-11,M - Minor
Pass,2023-09-11,C - Crucial
Pass,2023-09-11,S - Significant
Pass,2023-09-11,S - Significant
Pass,2023-09-12,
Pass,2023-11-02,C - Crucial
Pass,2023-11-02,M - Minor
Pass,2023-11-02,S - Significant
Pass,2023-11-02,C - Crucial
Pass,2023-11-02,S - Significant
Pass,2023-11-02,C - Crucial
Pass,2023-11-06,C - Crucial
Pass,2023-11-06,C - Crucial
Pass,2023-11-06,M - Minor
Pass,2023-11-08,
Pass,2022-08-09,
Pass,2022-06-17,
Pass,2023-10-20,M - Minor
Pass,2022-08-04,M - Minor
Pass,2022-08-04,M - Minor
Pass,2022-08-04,NA - Not Applicable
Pass,2023-06-29,M - Minor
Pass,2023-06-29,M - Minor
Pass,2023-08-14,
Pass,2023-11-15,M - Minor
Pass,2022-04-21,
Pass,2023-02-09,
Pass,2023-11-01,M - Minor
Pass,2023-11-01,S - Significant
Pass,2022-12-01,M - Minor
Pass,2022-12-01,NA - Not Applicable
Pass,2022-12-01,M - Minor
Pass,2023-03-27,M - Minor
Pass,2023-03-27,M - Minor
Pass,2023-07-19,
Pass,2022-03-23,
Pass,2022-12-16,M - Minor
Pass,2022-12-16,M - Minor
Pass,2023-05-18,
Pass,2023-11-01,M - Minor
Pass,2023-11-01,M - Minor
Pass,2023-03-16,NA - Not Applicable
Pass,2023-03-16,S - Significant
Pass,2023-11-24,
Pass,2022-02-09,
Pass,2022-12-12,M - Minor
Pass,2022-12-12,M - Minor
Pass,2022-12-12,S - Significant
Pass,2023-05-17,M - Minor
Pass,2023-05-17,M - Minor
Pass,2023-11-20,NA - Not Applicable
Pass,2023-11-20,M - Minor
Pass,2022-09-02,S - Significant
Pass,2022-09-02,C - Crucial
Pass,2022-09-02,S - Significant
Pass,2022-09-02,M - Minor
Pass,2022-09-06,
Pass,2023-04-13,M - Minor
Pass,2023-04-13,S - Significant
Pass,2023-06-13,M - Minor
Pass,2022-10-12,NA - Not Applicable
Pass,2022-10-12,M - Minor
Pass,2022-10-12,M - Minor
Pass,2023-04-12,
Pass,2023-05-18,NA - Not Applicable
Pass,2023-11-16,M - Minor
Pass,2023-03-03,
Pass,2023-05-30,
Pass,2023-10-18,S - Significant
Pass,2023-10-18,M - Minor
Pass,2023-10-18,M - Minor
Pass,2023-10-18,S - Significant
Pass,2023-10-18,S - Significant
Pass,2023-10-20,
Pass,2022-08-31,M - Minor
Pass,2022-08-31,M - Minor
Pass,2022-08-31,M - Minor
Pass,2022-08-31,M - Minor
Pass,2023-10-27,M - Minor
Pass,2023-10-27,M - Minor
Pass,2023-10-27,M - Minor
Pass,2023-10-27,M - Minor
Pass,2022-02-01,
Pass,2023-02-21,
Pass,2022-10-04,
Pass,2022-11-22,
Pass,2023-04-24,NA - Not Applicable
Pass,2023-12-14,
Pass,2022-08-08,C - Crucial
Pass,2022-08-08,M - Minor
Pass,2022-08-08,S - Significant
Pass,2022-08-08,S - Significant
Pass,2022-08-15,
Pass,2023-03-13,
Pass,2023-06-28,
Pass,2023-11-02,
Pass,2023-03-08,
Pass,2023-07-25,S - Significant
Pass,2023-07-25,S - Significant
Pass,2023-07-25,M - Minor
Pass,2023-07-25,M - Minor
Pass,2023-07-25,S - Significant
Pass,2023-11-10,
Pass,2022-07-13,M - Minor
Pass,2022-07-13,S - Significant
Pass,2023-03-16,
Pass,2022-11-03,
Pass,2022-11-02,
Pass,2023-07-31,
Pass,2022-03-04,
Pass,2022-12-14,
Pass,2023-02-23,
Pass,2023-07-12,S - Significant
Pass,2023-05-10,S - Significant
Pass,2023-09-20,
Pass,2022-09-14,
Pass,2023-08-10,
Pass,2022-08-05,
Pass,2023-01-20,
Pass,2022-11-04,
Pass,2022-12-13,
Pass,2023-08-30,S - Significant
Pass,2023-08-30,M - Minor
Pass,2023-09-05,
Pass,2023-05-09,
Pass,2023-09-20,
Pass,2022-03-31,
Pass,2023-02-15,
Pass,2022-10-14,
Pass,2023-02-24,
Pass,2023-08-25,S - Significant
Pass,2022-03-30,
Pass,2022-11-17,
Pass,2023-02-13,
Pass,2022-05-12,M - Minor
Pass,2022-12-20,
Pass,2023-04-21,
Pass,2023-12-18,
Pass,2022-04-07,NA - Not Applicable
Pass,2022-04-07,M - Minor
Pass,2022-12-12,
Pass,2023-04-20,
Pass,2023-12-08,
Pass,2022-09-22,M - Minor
Pass,2022-09-22,NA - Not Applicable
Pass,2023-06-12,M - Minor
Pass,2023-06-12,S - Significant
Pass,2023-08-29,M - Minor
Pass,2022-06-06,
Pass,2023-04-17,
Pass,2023-10-12,M - Minor
Pass,2022-11-01,NA - Not Applicable
Pass,2023-03-02,
Pass,2023-10-16,
Pass,2022-11-08,
Pass,2023-05-10,
Pass,2023-10-03,
Pass,2022-10-06,NA - Not Applicable
Pass,2023-06-26,M - Minor
Pass,2023-06-26,NA - Not Applicable
Pass,2023-06-26,S - Significant
Pass,2023-06-26,S - Significant
Pass,2023-06-30,
Pass,NA,
Pass,2022-03-09,M - Minor
Pass,2023-02-06,M - Minor
Pass,2023-08-17,
Pass,2023-11-22,
Pass,2022-05-25,S - Significant
Pass,2022-11-10,
Pass,2023-02-09,
Pass,2023-06-22,C - Crucial
Pass,2023-06-22,C - Crucial
Pass,2023-06-22,S - Significant
Pass,2023-06-22,C - Crucial
Pass,2023-06-22,NA - Not Applicable
Pass,2023-06-23,NA - Not Applicable
Pass,2023-10-12,M - Minor
Pass,2022-05-24,M - Minor
Pass,2023-07-10,S - Significant
Pass,2022-04-21,M - Minor
Pass,2023-03-16,
Pass,2023-06-27,
Pass,2023-11-21,
Pass,2022-11-02,S - Significant
Pass,2022-11-02,NA - Not Applicable
Pass,2022-11-02,M - Minor
Pass,2022-11-02,M - Minor
Pass,2022-11-02,M - Minor
Pass,2023-01-10,S - Significant
Pass,2023-01-10,S - Significant
Pass,2023-01-10,M - Minor
Pass,2023-01-10,M - Minor
Pass,2023-01-12,
Pass,2023-07-04,M - Minor
Pass,2023-07-04,S - Significant
Pass,2023-08-17,
Pass,2023-10-16,S - Significant
Pass,2023-10-16,M - Minor
Pass,2023-11-02,M - Minor
Pass,2024-01-17,M - Minor
Pass,2024-01-17,S - Significant
Pass,2024-01-17,M - Minor
Pass,2022-05-12,
Pass,2023-03-15,
Pass,2022-06-20,S - Significant
Pass,2022-06-20,S - Significant
Pass,2022-06-20,S - Significant
Pass,2022-06-20,M - Minor
Pass,2022-06-20,S - Significant
Pass,2022-06-20,C - Crucial
Pass,2022-06-20,M - Minor
Pass,2022-06-20,S - Significant
Pass,2022-06-20,S - Significant
Pass,2022-06-20,M - Minor
Pass,2022-06-27,M - Minor
Pass,2023-03-28,
Pass,2023-08-16,
Pass,2022-05-05,
Pass,2023-05-24,M - Minor
Pass,2023-05-24,M - Minor
Pass,2023-12-29,
Pass,2022-09-16,
Pass,2023-06-08,
Pass,2022-04-27,M - Minor
Pass,2022-04-27,M - Minor
Pass,2023-01-13,M - Minor
Pass,2023-01-13,M - Minor
Pass,2023-01-13,M - Minor
Pass,2023-01-13,M - Minor
Pass,2023-01-13,NA - Not Applicable
Pass,2023-01-13,M - Minor
Pass,2023-07-17,M - Minor
Pass,2023-07-17,M - Minor
Pass,2023-07-17,M - Minor
Pass,2022-10-19,M - Minor
Pass,2023-04-19,M - Minor
Pass,2023-04-19,M - Minor
Pass,2023-04-19,S - Significant
Pass,2023-11-08,
Pass,2023-08-22,
Pass,2022-04-29,S - Significant
Pass,2022-04-29,S - Significant
Pass,2023-03-16,S - Significant
Pass,2023-03-16,M - Minor
Pass,2023-05-19,
Pass,2023-10-16,
Pass,2022-09-23,M - Minor
Pass,2022-09-23,M - Minor
Pass,2022-12-19,
Pass,2023-09-12,
Pass,2022-03-15,NA - Not Applicable
Pass,2022-11-23,M - Minor
Pass,2022-11-23,M - Minor
Pass,2022-11-23,M - Minor
Pass,2023-03-17,M - Minor
Pass,2023-03-17,S - Significant
Pass,2023-03-17,M - Minor
Pass,2023-03-17,S - Significant
Pass,2023-03-17,M - Minor
Pass,2023-03-17,S - Significant
Pass,2023-08-14,S - Significant
Pass,2023-08-14,S - Significant
Pass,2023-08-14,M - Minor
Pass,2023-08-14,M - Minor
Pass,2023-12-15,M - Minor
Pass,2023-12-15,M - Minor
Pass,2022-11-14,
Pass,2022-09-06,S - Significant
Pass,2022-09-06,S - Significant
Pass,2022-09-06,M - Minor
Pass,2022-09-06,M - Minor
Pass,2022-09-08,
Pass,2022-12-02,
Pass,2023-06-02,
Pass,2023-11-22,M - Minor
Pass,2022-09-06,S - Significant
Pass,2022-09-06,M - Minor
Pass,2022-09-06,M - Minor
Pass,2022-09-06,M - Minor
Pass,2022-09-06,S - Significant
Pass,2023-02-01,M - Minor
Pass,2023-02-01,M - Minor
Pass,2023-05-02,S - Significant
Pass,2023-05-02,M - Minor
Pass,2023-05-02,C - Crucial
Pass,2023-05-10,
Pass,2023-07-10,M - Minor
Pass,2023-07-10,M - Minor
Pass,2023-07-10,S - Significant
Pass,2023-07-10,M - Minor
Pass,2023-12-01,S - Significant
Pass,2023-12-01,S - Significant
Pass,2023-12-01,M - Minor
Pass,2022-06-02,S - Significant
Pass,2023-02-23,
Pass,2023-07-27,M - Minor
Pass,2023-07-27,M - Minor
Pass,2023-07-27,M - Minor
Pass,2023-11-13,
Pass,2022-07-15,M - Minor
Pass,2023-01-16,S - Significant
Pass,2023-01-16,S - Significant
Pass,2023-01-16,M - Minor
Pass,2023-08-25,S - Significant
Pass,2024-01-16,M - Minor
Pass,2022-06-13,M - Minor
Pass,2022-09-28,M - Minor
Pass,2022-09-28,S - Significant
Pass,2022-09-28,M - Minor
Pass,2022-10-04,M - Minor
Pass,2022-10-04,M - Minor
Pass,2023-01-13,M - Minor
Pass,2023-01-13,S - Significant
Pass,2023-05-17,M - Minor
Pass,2023-11-16,M - Minor
Pass,2023-11-16,M - Minor
Pass,2023-11-16,C - Crucial
Pass,2023-11-16,M - Minor
Pass,2023-11-16,NA - Not Applicable
Pass,2023-11-16,S - Significant
Pass,2023-11-16,NA - Not Applicable
Pass,2023-11-16,S - Significant
Pass,2023-11-20,
Pass,2023-08-18,
Pass,2022-07-25,M - Minor
Pass,2022-07-25,M - Minor
Pass,2022-12-05,M - Minor
Pass,2022-12-05,NA - Not Applicable
Pass,2023-04-13,NA - Not Applicable
Pass,2023-04-13,M - Minor
Pass,2023-08-17,M - Minor
Pass,2023-12-04,S - Significant
Pass,2023-12-04,M - Minor
Pass,2023-12-04,M - Minor
Pass,2023-12-04,S - Significant
Pass,2023-02-27,S - Significant
Pass,2023-02-27,S - Significant
Pass,2023-02-27,S - Significant
Pass,2023-02-27,S - Significant
Pass,2023-03-07,
Pass,2023-06-29,S - Significant
Pass,2023-11-06,
Pass,2024-01-03,
Pass,2022-06-22,M - Minor
Pass,2022-06-22,M - Minor
Pass,2022-06-22,M - Minor
Pass,2022-06-22,NA - Not Applicable
Pass,2023-04-03,M - Minor
Pass,2023-04-03,M - Minor
Pass,2023-04-03,M - Minor
Pass,2023-04-03,S - Significant
Pass,2023-04-03,S - Significant
Pass,2023-04-03,NA - Not Applicable
Pass,2023-04-03,M - Minor
Pass,2023-04-03,S - Significant
Pass,2023-04-03,NA - Not Applicable
Pass,2023-04-06,
Pass,2023-09-29,M - Minor
Pass,2023-09-29,M - Minor
Pass,2022-06-02,
Pass,2023-04-27,
Pass,2023-08-28,
Pass,2023-12-15,M - Minor
Pass,2023-12-15,M - Minor
Pass,2023-12-15,M - Minor
Pass,2023-12-15,M - Minor
Pass,2022-04-28,M - Minor
Pass,2022-07-13,
Pass,2023-02-08,M - Minor
Pass,2023-05-18,
Pass,2023-10-19,
Pass,2024-01-15,M - Minor
Pass,2024-01-15,M - Minor
Pass,2022-01-28,
Pass,2022-06-28,M - Minor
Pass,2022-06-28,M - Minor
Pass,2022-06-28,M - Minor
Pass,2022-06-28,M - Minor
Pass,2022-10-03,M - Minor
Pass,2023-02-15,S - Significant
Pass,2023-02-15,S - Significant
Pass,2023-02-15,C - Crucial
Pass,2023-02-15,S - Significant
Pass,2023-02-15,M - Minor
Pass,2023-02-15,S - Significant
Pass,2023-02-15,S - Significant
Pass,2023-02-15,S - Significant
Pass,2023-02-15,M - Minor
Pass,2023-02-15,S - Significant
Pass,2023-02-21,
Pass,2023-07-17,S - Significant
Pass,2023-07-17,S - Significant
Pass,2023-07-17,S - Significant
Pass,2023-07-17,M - Minor
Pass,2023-07-19,M - Minor
Pass,2023-10-17,C - Crucial
Pass,2023-10-20,
Pass,2022-07-18,M - Minor
Pass,2022-07-18,S - Significant
Pass,2023-03-06,S - Significant
Pass,2023-03-06,M - Minor
Pass,2023-08-14,S - Significant
Pass,2023-08-14,S - Significant
Pass,2023-08-14,S - Significant
Pass,2023-08-14,S - Significant
Pass,2023-08-14,S - Significant
Pass,2023-08-14,S - Significant
Pass,2023-08-14,S - Significant
Pass,2023-08-18,
Pass,2024-01-08,C - Crucial
Pass,2024-01-08,C - Crucial
Pass,2024-01-08,NA - Not Applicable
Pass,2024-01-11,
Pass,2022-10-11,
Pass,2022-06-30,NA - Not Applicable
Pass,2023-04-25,
Pass,2023-11-17,NA - Not Applicable
Pass,2022-12-06,
Pass,2023-03-16,
Pass,2023-10-10,
Pass,2023-08-28,
Pass,2023-11-13,
Pass,2022-03-21,
Pass,2023-02-03,
Pass,2023-08-24,S - Significant
Pass,2023-08-24,S - Significant
Pass,2023-08-24,C - Crucial
Pass,2022-02-14,
Pass,2022-12-06,M - Minor
Pass,2023-06-30,S - Significant
Pass,2023-12-06,
Pass,2022-08-05,
Pass,2023-01-20,
Pass,2023-08-30,
Pass,2023-11-13,
Pass,2022-06-24,
Pass,2023-02-21,
Pass,2023-07-04,
Pass,2022-02-18,
Pass,2023-10-06,
Pass,2022-05-05,M - Minor
Pass,2022-05-05,NA - Not Applicable
Pass,2022-12-21,M - Minor
Pass,2023-02-28,M - Minor
Pass,2023-07-19,S - Significant
Pass,2023-07-19,S - Significant
Pass,2023-12-13,M - Minor
Pass,2022-08-08,
Pass,2022-12-22,M - Minor
Pass,2022-12-22,M - Minor
Pass,2023-03-21,
Pass,2023-08-03,S - Significant
Pass,2023-09-28,S - Significant
Pass,2023-09-28,M - Minor
Pass,2023-09-28,M - Minor
Pass,2022-05-25,M - Minor
Pass,2022-05-25,M - Minor
Pass,2022-05-25,M - Minor
Pass,2022-05-25,M - Minor
Pass,2023-03-14,M - Minor
Pass,2023-03-14,M - Minor
Pass,2023-03-14,M - Minor
Pass,2023-07-11,S - Significant
Pass,2023-07-11,M - Minor
Pass,2023-07-11,M - Minor
Pass,2023-07-11,C - Crucial
Pass,2023-07-11,M - Minor
Pass,2023-07-14,
Pass,2022-07-28,
Pass,2023-08-22,
Pass,2023-04-13,S - Significant
Pass,2023-04-13,S - Significant
Pass,2023-04-13,S - Significant
Pass,2023-07-17,M - Minor
Pass,2023-11-08,S - Significant
Pass,2023-11-08,S - Significant
Pass,2023-11-08,M - Minor
Pass,2023-11-08,S - Significant
Pass,2023-11-08,M - Minor
Pass,2023-11-09,
Pass,2023-04-25,
Pass,2022-10-11,
Pass,2023-03-24,NA - Not Applicable
Pass,2023-08-18,
Pass,2022-02-14,M - Minor
Pass,2022-07-06,M - Minor
Pass,2022-07-06,M - Minor
Pass,2022-07-06,S - Significant
Pass,2022-07-06,S - Significant
Pass,2022-07-06,M - Minor
Pass,2022-07-06,M - Minor
Pass,2022-12-20,M - Minor
Pass,2022-12-20,M - Minor
Pass,2023-02-28,S - Significant
Pass,2023-02-28,S - Significant
Pass,2023-02-28,M - Minor
Pass,2023-06-19,S - Significant
Pass,2023-06-19,M - Minor
Pass,2023-06-19,M - Minor
Pass,2023-11-27,S - Significant
Pass,2023-11-27,M - Minor
Pass,2023-11-27,M - Minor
Pass,2022-07-14,
Pass,2023-04-20,
Pass,2023-12-04,M - Minor
Pass,2023-06-23,
Pass,2023-09-15,
Pass,2022-12-08,
Pass,2023-10-18,
Pass,2022-12-07,
Pass,2023-05-12,
Pass,2022-12-07,
Pass,2023-05-12,
Pass,2023-04-06,
Pass,2023-06-30,
Pass,2023-12-21,
Pass,2023-06-20,
Pass,NA,
Pass,2022-05-12,
Pass,2023-03-23,
Pass,2023-12-06,
Pass,2023-04-13,
Pass,2022-04-22,
Pass,2023-03-14,
Pass,2023-07-12,S - Significant
Pass,2022-04-27,
Pass,2022-12-06,
Pass,2023-03-23,
Pass,2023-07-20,
Pass,2022-07-08,
Pass,2023-03-01,M - Minor
Pass,2023-03-01,S - Significant
Pass,2023-08-18,M - Minor
Pass,2023-08-18,S - Significant
Pass,2023-08-18,S - Significant
Pass,2023-08-18,M - Minor
Pass,2022-02-28,
Pass,2022-03-23,
Pass,2023-02-15,
Pass,2023-07-04,
Pass,2024-01-09,
Pass,2022-03-17,M - Minor
Pass,2022-12-19,
Pass,2023-03-20,S - Significant
Pass,2023-03-20,NA - Not Applicable
Pass,2023-03-20,C - Crucial
Pass,2023-03-20,S - Significant
Pass,2023-03-21,
Pass,2023-08-21,M - Minor
Pass,2024-01-23,
Pass,2022-03-23,M - Minor
Pass,2023-01-27,S - Significant
Pass,2023-01-27,M - Minor
Pass,2023-01-27,M - Minor
Pass,2023-01-27,M - Minor
Pass,2023-01-27,M - Minor
Pass,2023-01-27,M - Minor
Pass,2023-01-27,S - Significant
Pass,2022-09-21,
Pass,2023-04-20,
Pass,2023-08-04,
Pass,2023-12-12,
Pass,2022-11-22,M - Minor
Pass,2022-11-22,S - Significant
Pass,2023-07-27,S - Significant
Pass,2023-07-27,M - Minor
Pass,2022-11-03,
Pass,2023-07-19,M - Minor
Pass,2023-07-19,S - Significant
Pass,2023-07-19,M - Minor
Pass,2023-11-07,
Pass,2022-10-13,M - Minor
Pass,2022-10-13,M - Minor
Pass,2022-10-13,M - Minor
Pass,2023-12-13,M - Minor
Pass,2023-12-13,M - Minor
Pass,2022-12-08,M - Minor
Pass,2023-12-12,M - Minor
Pass,2023-12-12,M - Minor
Pass,2022-07-22,
Pass,2023-01-27,
Pass,2023-10-11,
Pass,NA,
Pass,2022-10-28,
Pass,2023-08-03,
Pass,2022-08-17,M - Minor
Pass,2023-02-09,
Pass,2022-11-09,S - Significant
Pass,2023-04-20,S - Significant
Pass,2023-04-20,M - Minor
Pass,2023-06-13,M - Minor
Pass,2023-11-23,
Pass,2022-06-20,S - Significant
Pass,2022-06-20,S - Significant
Pass,2023-03-27,
Pass,2023-08-30,
Pass,2023-12-15,
Pass,2022-09-13,
Pass,2023-02-03,
Pass,2022-08-12,
Pass,2023-04-13,S - Significant
Pass,2022-06-10,
Pass,2023-05-19,M - Minor
Pass,2023-09-20,S - Significant
Pass,2023-09-20,M - Minor
Pass,2022-06-08,
Pass,2023-05-17,S - Significant
Pass,2023-05-17,M - Minor
Pass,2023-12-13,S - Significant
Pass,2023-12-13,M - Minor
Pass,2022-09-20,M - Minor
Pass,2023-03-28,M - Minor
Pass,2023-03-28,S - Significant
Pass,2023-08-31,M - Minor
Pass,2022-05-13,
Pass,2022-11-24,
Pass,2023-04-26,S - Significant
Pass,2023-08-03,S - Significant
Pass,2023-10-11,C - Crucial
Pass,2023-10-11,M - Minor
Pass,2023-10-11,M - Minor
Pass,2023-10-11,S - Significant
Pass,2023-10-11,M - Minor
Pass,2023-10-11,S - Significant
Pass,2023-10-12,
Pass,2022-10-13,NA - Not Applicable
Pass,2022-10-13,M - Minor
Pass,2022-10-13,S - Significant
Pass,2022-10-13,M - Minor
Pass,2022-10-13,M - Minor
Pass,2023-04-12,S - Significant
Pass,2023-04-12,M - Minor
Pass,2023-04-12,S - Significant
Pass,2023-04-12,M - Minor
Pass,2023-04-12,S - Significant
Pass,2023-07-25,M - Minor
Pass,2023-09-13,
Pass,2023-05-01,
Pass,2023-03-17,
Pass,2023-12-14,
Pass,2023-09-15,
Pass,2023-06-23,
Pass,2022-05-27,
Pass,2023-03-08,M - Minor
Pass,2023-08-30,S - Significant
Pass,2023-08-30,M - Minor
Pass,2023-12-21,S - Significant
Pass,2023-12-21,M - Minor
Pass,2022-09-14,
Pass,2022-11-01,
Pass,2023-04-20,
Pass,2023-12-28,
Pass,2022-09-15,M - Minor
Pass,2022-09-15,S - Significant
Pass,2023-07-04,S - Significant
Pass,2023-07-04,M - Minor
Pass,2023-07-04,S - Significant
Pass,2023-07-04,S - Significant
Pass,2023-07-04,M - Minor
Pass,2023-07-24,
Pass,2022-11-17,M - Minor
Pass,2023-03-29,M - Minor
Pass,2023-03-29,S - Significant
Pass,2023-03-29,M - Minor
Pass,2023-03-29,S - Significant
Pass,2023-08-23,M - Minor
Pass,2023-08-23,M - Minor
Pass,2023-10-18,S - Significant
Pass,2022-07-29,
Pass,2023-05-25,
Pass,2023-11-01,M - Minor
Pass,2022-10-26,S - Significant
Pass,2023-02-01,
Pass,2023-05-12,
Pass,2023-09-19,
Pass,2022-05-17,M - Minor
Pass,2022-05-17,S - Significant
Pass,2022-09-20,S - Significant
Pass,2022-09-20,S - Significant
Pass,2022-12-29,S - Significant
Pass,2022-12-29,S - Significant
Pass,2023-02-24,M - Minor
Pass,2023-02-24,S - Significant
Pass,2023-05-30,M - Minor
Pass,2023-05-30,M - Minor
Pass,2023-05-30,M - Minor
Pass,2023-05-30,M - Minor
Pass,2023-05-30,S - Significant
Pass,2023-06-01,
Pass,2023-11-10,M - Minor
Pass,2023-11-10,M - Minor
Pass,2023-11-10,M - Minor
Pass,2023-11-10,M - Minor
Pass,2023-11-10,NA - Not Applicable
Pass,2022-01-26,
Pass,2022-12-07,
Pass,2023-03-24,S - Significant
Pass,2023-10-04,
Pass,2022-06-10,M - Minor
Pass,2022-06-10,NA - Not Applicable
Pass,2023-02-27,M - Minor
Pass,2023-08-11,
Pass,2022-05-30,
Pass,2022-10-06,NA - Not Applicable
Pass,2023-04-03,
Pass,2023-10-27,
Pass,2023-12-14,
Pass,2022-06-30,
Pass,2023-01-25,
Pass,2023-01-19,
Pass,2023-03-09,M - Minor
Pass,2023-03-09,M - Minor
Pass,2023-03-09,NA - Not Applicable
Pass,2023-07-05,S - Significant
Pass,2024-01-05,M - Minor
Pass,2023-07-26,M - Minor
Pass,2023-11-17,M - Minor
Pass,2022-11-14,
Pass,2023-02-10,
Pass,2023-03-30,
Pass,2023-07-12,
Pass,2024-01-05,
Pass,2023-09-14,
Pass,2022-12-02,
Pass,2023-02-17,
Pass,2023-04-03,
Pass,2022-11-14,NA - Not Applicable
Pass,2023-04-11,M - Minor
Pass,2023-07-06,C - Crucial
Pass,2023-07-06,S - Significant
Pass,2023-07-06,S - Significant
Pass,2023-07-06,S - Significant
Pass,2023-07-12,
Pass,2022-07-15,M - Minor
Pass,2022-07-15,M - Minor
Pass,2022-07-15,M - Minor
Pass,2022-07-15,S - Significant
Pass,2023-02-24,M - Minor
Pass,2023-02-24,S - Significant
Pass,2023-02-24,M - Minor
Pass,2023-02-24,NA - Not Applicable
Pass,2023-08-10,M - Minor
Pass,2022-10-24,
Pass,2023-04-11,
Pass,2022-06-29,
Pass,2023-01-31,
Pass,2023-09-18,
Pass,2022-08-10,
Pass,2022-07-29,M - Minor
Pass,2023-06-08,
Pass,2022-08-29,
Pass,2023-07-27,
Pass,2022-09-21,C - Crucial
Pass,2022-09-21,S - Significant
Pass,2022-09-21,S - Significant
Pass,2022-09-21,M - Minor
Pass,2022-09-23,
Pass,2022-10-05,
